,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018
249,08426,15562,16615,16441,16623,16775,17331,18030,18724,19225,18859,19625,20586,21188,21561,22103,23020,22977,23387,24077
250,08435,16781,17788,17845,18454,19017,19538,20214,20678,21213,20798,21663,22705,23421,23916,24491,24788,25189,25864,26555
251,08436,16019,16993,16932,17459,17798,18280,18939,19338,19793,19331,20004,20833,21236,21506,21938,22232,22921,23395,24132
252,08437,14317,15122,15168,15669,16075,16543,17180,17660,18306,18045,18864,19626,20078,20329,21087,21234,21530,22162,22902
255,09161,16275,16945,17021,17384,17779,18057,18360,18882,19278,19083,19932,20414,21547,22016,22119,23076,23269,23634,24352
256,09162,22551,23437,23082,23362,23749,24397,24714,24848,24868,23956,24621,25282,26163,26169,29070,27346,30680,31751,32766
257,09163,17446,17965,18551,20023,21818,21410,21117,20693,21119,20676,21279,21996,21082,21612,21403,22219,22387,22679,23416
258,09171,15202,15944,16033,16599,17190,17532,18117,18777,19314,19081,19745,20607,21275,21415,21798,21945,22279,22590,23358
259,09172,16040,16938,16584,16911,17125,17335,17840,18202,18793,18584,19185,19861,20577,21135,21050,21039,21357,21778,22547
260,09173,20183,21318,20560,20925,21164,21548,22013,22433,22995,22439,23236,24232,28633,24948,24454,25098,25284,25801,26750
261,09174,18374,19537,19230,19529,19931,20093,20440,20776,21225,20884,21656,22444,23029,23140,23637,23999,24503,24899,25827
262,09175,20846,21678,21310,21580,22080,22475,22947,23374,23734,23024,23847,24788,25180,25370,25978,26237,26238,26665,27503
263,09176,15538,16188,16214,16569,17156,17469,17908,18476,19110,18983,20043,20945,22101,22454,22998,23417,23493,23844,24771
264,09177,16602,17621,17611,17968,18606,18864,19253,19695,20264,19964,20843,21743,22796,22848,23363,23432,23926,24295,25170
265,09178,17686,18594,18336,18631,19083,19209,19407,19616,20106,19849,20735,21593,22065,22130,22477,22872,23299,23607,24459
266,09179,19683,20462,20222,20521,20978,21242,21596,21990,22554,22056,22805,23632,24041,24129,24252,25119,24978,25433,26361
267,09180,17455,18335,18042,18662,19157,19488,19932,20215,21125,21064,22155,23014,22009,22458,22795,24037,23461,23934,24842
268,09181,19273,20117,18939,18735,18916,19463,20205,20858,21249,20554,21192,22266,22848,23056,23639,24176,24474,25024,25998
269,09182,21367,22309,21435,21843,22212,23289,24603,25780,25689,24238,24575,25751,27230,27894,26906,27531,27541,28134,29168
270,09183,16217,16952,16814,17266,17847,18135,18662,19256,19826,19424,20144,20974,21824,21949,22108,22327,22768,23096,23859
271,09184,23939,25187,24337,24834,25300,26313,27329,28078,28220,27001,27652,28651,29052,28992,29044,29601,29603,30102,31122
272,09185,15335,16212,16140,16544,17117,17407,17920,18515,19017,18668,19476,20295,20807,21204,21756,22307,22952,23523,24338
273,09186,16785,18042,17882,18280,18724,19032,19545,20091,20700,20408,21323,22225,22759,22993,24072,24628,24641,25110,26045
274,09187,17284,18067,17902,18521,19123,20227,21773,23389,22759,21365,21379,22309,22647,23261,23473,24018,23705,24909,25784
275,09188,29028,29655,28232,28650,28910,30028,31275,32050,32373,30906,31753,33287,33228,33044,33702,36070,33558,34130,35356
276,09189,16007,17058,16904,17363,17788,18099,18595,19045,19779,19576,20509,21356,21971,22309,22880,22994,23187,23611,24434
277,09190,16895,17494,17566,18196,18908,19149,19589,19921,20570,20364,21221,22176,21952,22250,22709,23557,24016,24617,25481
279,09261,18417,18651,18683,19143,19532,19659,19836,20043,20474,20385,21197,21807,22452,24651,23221,23755,23658,23870,24526
280,09262,16334,17224,17251,17843,18294,18039,18061,17990,18283,17910,18376,19062,20067,19908,19929,20493,20383,20540,21088
281,09263,16160,16762,16918,17614,18329,18469,18714,18863,19415,19062,19598,20400,21091,20572,20933,20988,21181,21454,22207
282,09271,14441,15113,15155,15610,16024,16403,16953,17543,18016,17793,18489,19238,20846,20121,20656,21019,21814,22218,23020
283,09272,12814,13477,13540,13953,14385,14700,15256,15847,16254,16019,16541,17259,18038,18495,18894,19474,20646,21216,22058
284,09273,15223,16102,16069,16552,17173,17503,18048,18610,19167,18832,19614,20519,21023,21268,21768,22096,22300,22678,23499
285,09274,15092,15972,15987,16597,17300,17566,18073,18642,19379,19244,20281,21227,21773,21955,22201,22473,23777,24236,24979
286,09275,13931,14656,14589,15015,15575,15976,16793,17524,17732,17253,17698,18528,19308,19676,20080,20539,20889,21330,22094
287,09276,13123,13893,13922,14342,14775,14978,15397,15908,16528,16473,17196,17951,18587,18929,19333,19805,20325,20750,21567
288,09277,14527,15190,15177,15745,16455,16725,17262,17872,18397,18024,18764,19644,20226,20528,21030,21397,22452,22935,23751
289,09278,13912,14600,14675,15215,16020,16251,16742,17308,17850,17541,18353,19248,19894,20406,20825,21692,22167,22733,23480
290,09279,15329,16139,16075,16445,17069,17343,17880,18548,19084,18651,19347,20008,21446,21740,22227,22795,23421,24053,24859
292,09361,16120,16451,16433,16878,17318,17724,18326,18841,19117,18817,19195,19973,20392,20346,20611,21633,20658,21008,21981
293,09362,17746,18555,18273,18562,18723,18976,19170,19310,19637,19418,20038,20542,20668,20907,21297,22179,22387,22465,23093
294,09363,16727,17411,17212,17530,17634,17483,17524,17519,18055,17914,18442,19084,19211,19611,19679,20511,21171,21630,22439
295,09371,13649,14414,14517,14941,15383,15649,15911,16376,16963,16863,17591,18626,19647,19922,20292,20962,21174,21877,22751
296,09372,13480,14142,14186,14677,15219,15512,16069,16685,17286,17091,17844,18681,19211,19503,19999,20484,21692,22175,23002
297,09373,15349,16599,16252,16548,16940,17241,17665,18106,18721,18483,19219,20111,20776,21377,21897,22407,23371,23805,24718
298,09374,14997,16085,15583,15729,15972,16047,16333,16587,17014,16650,17326,18205,18770,19135,19798,20746,20786,21496,22309
299,09375,15683,16946,16840,17141,17527,17735,18154,18642,19155,18857,19632,20551,21113,21461,21966,22334,22839,23332,24184
300,09376,14251,14843,14866,15252,15747,15914,16333,16835,17380,17181,17863,18706,19519,19873,19938,20651,20891,21375,22104
301,09377,13734,14246,14269,14599,15015,15271,15806,16404,17041,16944,17767,18652,18730,19279,19890,20391,20633,21299,22122
303,09461,16990,17277,17051,17301,17488,17606,17960,18153,18593,18268,18810,19449,19765,20032,20446,21263,21523,21478,22047
304,09462,15820,16366,16617,17307,17914,18163,18583,18882,19285,19126,19740,20285,19798,19884,19876,20241,20262,20454,21069
305,09463,17458,17991,18139,18896,19463,19864,20376,20808,21285,20853,21515,22393,23301,22782,22628,23528,23398,23882,24754
306,09464,15218,15603,15749,16240,16591,16606,16899,17159,17715,17566,18195,18883,18946,19047,19051,19637,19744,19849,20353
307,09471,14400,15199,15349,15842,16326,16617,17129,17686,18424,18372,19218,20143,20781,20847,21301,21063,21719,22210,23121
308,09472,14139,14781,14970,15427,16011,16145,16441,16865,17716,17802,18791,19721,19291,19662,20133,20719,21147,21788,22691
309,09473,17289,17817,17428,17707,17864,18666,19742,20898,21155,20560,20929,21965,22161,24500,23428,24470,24863,25323,26362
310,09474,16308,17482,17245,17380,17665,17841,18229,18664,19312,19153,20020,20942,21380,21684,22081,22685,23185,23816,24725
311,09475,17127,18179,17339,17324,17379,17245,17319,17460,17985,17737,18346,19246,19502,19738,20032,20542,20817,21402,22200
312,09476,15912,16590,16784,17587,18310,18641,19198,19689,20293,20035,20679,21710,20703,20391,20585,21420,21527,22172,23120
313,09477,15936,16879,16556,16781,17027,17188,17538,17875,18422,18154,18850,19799,20370,20930,20946,21814,22119,22840,23725
314,09478,15468,16047,15909,16160,16441,16516,16823,17178,17929,17902,18633,19431,19705,19681,19862,20583,20900,21432,22301
315,09479,14748,15221,15385,15809,16246,16534,17107,17739,18414,18323,18997,19869,20414,20518,20719,20948,21305,21710,22480
317,09561,17507,18162,17736,17849,18038,18022,17955,18110,18482,18139,18890,19606,20672,19867,20149,20692,21456,21853,22559
318,09562,18495,19500,19338,19431,19697,19916,20049,20296,21002,20798,21954,22785,23108,23168,23041,24083,23719,24028,24712
319,09563,18320,19691,19692,20500,21122,21087,21100,21090,21464,21034,21515,22205,22523,22934,22262,23084,22737,22968,23795
320,09564,17756,18429,18240,18548,18747,18880,19143,19456,19940,19712,20387,20918,20878,20667,20985,21491,21749,22016,22748
321,09565,18459,19513,19072,19216,19305,19648,19998,20402,21168,21142,21987,22816,23040,23603,24173,24474,24614,25018,26190
322,09571,14439,15402,15243,15572,15974,16317,16913,17600,18389,18300,19214,20191,20904,20945,21515,21664,22189,22648,23483
323,09572,18908,19291,19372,20105,20922,22000,23411,24798,23649,22079,22166,23144,23391,23593,23992,24615,24705,25341,26313
324,09573,18158,19025,18881,19237,19590,19987,20457,20842,21276,20865,21521,22378,22322,22741,23051,24381,24043,24501,25388
325,09574,18946,19774,19535,19948,20234,20717,21392,21967,22296,21802,22420,23468,23553,23520,23855,24159,24388,24863,25830
326,09575,14593,15614,15552,15876,16365,16585,17053,17639,18296,18017,18899,19822,20194,20572,21490,21671,21965,22505,23283
327,09576,16446,17504,17317,17561,17891,18177,18624,19153,19792,19604,20414,21374,21789,21912,22423,22874,23212,23748,24605
328,09577,15203,16202,15916,16136,16328,16520,16937,17360,18063,17986,18824,19711,20549,20881,20971,21385,21592,22088,22892
330,09661,17228,17972,17975,18703,19305,19802,20393,20802,21158,20492,20996,21735,21986,22312,22703,23179,23033,23377,24114
331,09662,16090,17173,16814,16892,16698,16647,16712,16812,17575,17729,18569,19194,19698,19342,20015,20014,20405,20550,21029
332,09663,17446,17996,17953,18614,19260,19316,19534,19650,20528,20589,21534,22254,21427,22193,22205,22896,23233,23528,24272
333,09671,17042,17948,17834,18254,18592,18926,19397,19857,20319,19956,20600,21576,21904,22156,22394,22823,23156,23735,24745
334,09672,14593,15313,15442,15922,16349,16423,16737,16999,17673,17610,18459,19351,19579,20281,20417,21220,21371,21954,22814
335,09673,14244,15105,15065,15444,15836,16122,16618,17193,17807,17440,18069,18949,19530,19795,20218,21196,21541,22191,23050
336,09674,14240,14664,14719,15098,15622,15727,15996,16386,17034,16885,17655,18552,18991,19299,19954,20394,20867,21493,22335
337,09675,15249,16472,16519,17375,18330,18342,18629,18780,19152,18639,19245,20233,21206,20997,22614,21843,22339,22807,23553
338,09676,16010,16900,16694,17028,17276,17598,18087,18593,19039,18683,19265,20248,20493,20582,21213,21585,21832,22418,23343
339,09677,15571,16484,16290,16502,16717,17011,17402,17885,18435,18244,18948,19916,20459,20700,21170,21822,22010,22619,23587
340,09678,14818,15878,15628,15787,15969,16256,16763,17350,18043,17929,18801,19700,20110,20303,20868,21289,21573,22231,23143
341,09679,15246,16119,16187,16616,17159,17408,17765,18100,18830,18708,19687,20584,20713,21152,21606,22813,22274,22806,23740
343,09761,15590,16010,15969,16279,16471,16432,16547,16754,17136,16925,17499,17955,18551,18705,18661,19187,19192,19415,20053
344,09762,16763,17416,17324,17673,18099,18206,18486,18641,19278,19097,19818,20574,21163,20978,20963,21497,21630,21984,22598
345,09763,17206,18069,17900,18251,18515,18787,19202,19434,19735,19264,19817,20638,20569,21039,20857,21066,21188,21414,22064
346,09764,17363,18551,18488,19152,19585,20109,20809,21375,21703,21127,21528,22464,23724,24280,25642,26430,26093,26367,27460
347,09771,18063,19200,18608,18849,19056,19445,20044,20632,21048,20554,21266,22204,22824,23156,23659,23608,24331,24885,25751
348,09772,17581,18150,18001,18389,18769,19003,19463,19863,20532,20254,21075,22034,22558,22572,23014,23568,23781,24239,25088
349,09773,15865,17153,16957,17475,18013,18151,18520,18943,19524,19095,19895,20953,21470,21592,22091,22707,23062,23580,24400
350,09774,15398,16292,16372,16828,17361,17717,18268,18822,19843,20016,21198,22204,21573,21876,22216,22261,23115,23586,24434
351,09775,16426,17356,17393,17904,18395,18734,19240,19707,20275,19965,20714,21550,21681,21815,22487,22796,23187,23632,24479
352,09776,16733,17453,17486,18082,18659,19181,19787,20281,20576,20079,20568,21458,22673,23003,23541,24636,25262,25921,26816
353,09777,15207,16082,16104,16576,17233,17600,18165,18903,19499,19084,19824,20820,21469,21927,22335,22515,22391,22915,23686
354,09778,16241,17047,16872,17570,18312,18843,19511,20108,20639,20230,21020,22037,22638,23225,23827,24467,24017,24512,25277
355,09779,15515,16376,16530,17381,18356,18476,18856,19261,19990,19800,20720,21731,22517,22217,22978,23339,23659,24165,25092
356,09780,15888,16959,16731,17229,17655,18080,18669,19240,19916,19728,20619,21614,22046,22082,22285,22725,23240,23738,24617
358,10041,14323,14969,14917,15134,15734,16158,16326,16636,17008,16876,17295,17801,17910,17983,18275,18728,19060,19381,19205
360,10042,13964,14959,14842,15210,16473,16052,15528,15363,15611,15558,15973,16495,16569,17031,17427,17954,18362,18841,18790
361,10043,14125,14928,14923,15062,15469,15782,15928,16185,16650,16790,17371,17978,18058,18247,18670,19069,19462,19929,19925
362,10044,14158,14880,14812,14983,15489,15848,16002,16314,16714,16778,17394,18016,18592,18923,19244,19796,20297,20844,20819
363,10045,15230,15972,15912,16148,16728,17222,17394,17836,18369,18366,18950,19636,20024,20452,20993,21408,21871,22477,22452
364,10046,17373,19587,18903,19552,20688,20815,20517,20403,21177,21811,22512,23386,23702,22990,19580,20047,21061,21775,21849
365,11000,15154,15505,15404,15349,15873,16003,16486,16629,17051,17339,17512,17909,18043,18239,18407,19036,19484,20249,20972
379,12051,12644,13074,13369,13488,13655,13764,14089,14324,14704,15130,15101,15664,15838,16254,16531,16978,17325,17967,18473
380,12052,13034,13575,13952,14248,14428,14563,14874,15111,15558,16039,16167,16557,16762,17224,17801,17780,17921,18486,19172
381,12053,12239,12617,12962,13127,13363,13617,14030,14297,14629,14957,14983,15564,15567,15849,16185,16638,16979,17657,18263
382,12054,13753,14328,14741,15046,15618,15907,16414,16784,17162,17466,17530,17727,18040,18560,19005,19521,20446,20843,21208
383,12060,13793,14394,14718,14974,15178,15418,15799,16100,16603,17113,17239,17841,17983,18412,18672,19031,19546,20186,20779
384,12061,14393,14987,15175,15368,15531,15800,16247,16623,17092,17503,17546,18172,18342,18740,19235,19426,20013,20715,21267
385,12062,12302,12811,13016,13255,13525,13774,14077,14511,14964,15223,15446,15946,16093,16666,17055,17229,17643,18502,19046
386,12063,13784,14331,14360,14541,14750,15107,15659,16115,16528,16999,17146,17680,17807,18257,18698,18927,19268,19988,20533
387,12064,13543,14153,14283,14397,14675,14899,15254,15523,16024,16501,16727,17276,17466,18020,18390,18666,19350,20136,20684
388,12065,14135,14787,15067,15265,15524,15717,16070,16266,16691,17152,17283,17763,17999,18512,18760,19377,19965,20693,21315
389,12066,12511,13045,13425,13794,14098,14181,14443,14744,15271,15742,15988,16528,16632,17075,17433,17928,18376,19186,19809
390,12067,12866,13404,13720,14033,14417,14887,15279,15549,16015,16510,16696,17248,17449,17949,18198,18358,18973,20015,20685
391,12068,12212,12759,12973,13164,13536,13749,14132,14426,14951,15281,15589,16068,16185,16709,16985,17157,17732,18597,19058
392,12069,14700,15154,15379,15657,16027,16731,17294,17862,18321,18702,18776,19381,19571,20168,20808,20950,21548,22432,23093
393,12070,12140,12750,12943,13132,13651,14023,14377,14776,15290,15501,15836,16321,16425,17065,17464,17490,17891,18781,19218
394,12071,12628,13033,13360,13724,14047,14329,14691,15042,15572,16062,16364,17071,17087,17444,17796,18178,18747,19652,20450
395,12072,13449,14089,14377,14684,15132,15819,16305,16772,17120,17416,17438,17986,18033,18417,18566,18700,19187,19821,20241
396,12073,12019,12584,12741,12893,13246,13359,13642,14038,14557,14901,15157,15655,15775,16308,16632,16738,17161,18028,18493
398,13001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
399,13002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
400,13003,12899,13394,13830,13860,13959,14189,14559,14752,15159,15540,15626,15765,16161,16366,16654,17273,17818,18310,18905
401,13004,13276,13704,14198,14281,14455,14636,14906,14942,15419,15826,16001,16575,17018,17380,17599,17818,18274,19055,19724
402,13005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
403,13006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
404,13051,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
405,13052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
406,13053,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
407,13054,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
408,13055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
409,13056,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
410,13057,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
411,13058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
412,13059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
413,13060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
414,13061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
415,13062,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
416,13071,12173,12724,13211,13496,14132,14115,14330,14426,15034,15256,15490,16041,16159,16564,16887,17309,17783,18597,19235
417,13072,12296,12940,13320,13431,13913,14232,14747,15097,15776,16019,16270,16762,17199,17771,18160,18547,19101,19883,20421
418,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462
419,13074,12359,12996,13307,13391,13774,14024,14512,14867,15377,15472,15643,16177,16642,17084,17414,17886,18377,19061,19643
420,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491
421,13076,12649,13346,13718,13856,14354,14646,15110,15455,16113,16275,16543,17003,17409,17864,18130,18335,18799,19682,20206
424,14161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
425,14166,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
426,14167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
427,14171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
428,14173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
429,14177,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430,14178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
431,14181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432,14182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
433,14188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
434,14191,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
435,14193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
437,14262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
438,14263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
439,14264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440,14272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
441,14280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
442,14284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
443,14285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
444,14286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445,14287,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446,14290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447,14292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449,14365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450,14374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451,14375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
452,14379,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
453,14383,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
454,14389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
456,14511,13831,14337,14822,15207,15440,15513,15974,16303,16693,17080,17389,17691,18111,18340,18607,18626,19087,19765,20366
457,14521,12756,13437,13670,13996,14191,14171,14610,14979,15459,15774,16022,16453,16896,17240,17646,18210,18865,19668,20492
458,14522,13043,13721,14001,14340,14646,14679,15173,15624,16022,16228,16584,17035,17435,17722,18087,18545,19088,19859,20571
459,14523,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424
460,14524,13159,13792,14125,14449,14704,14752,15190,15550,15988,16341,16682,17111,17579,18028,18478,19085,19520,20281,21056
462,14612,14121,14528,15071,15471,15816,15788,16072,16344,16646,16831,17080,17315,17663,17909,18016,18535,19052,19541,20112
463,14625,12814,13430,13800,14142,14401,14477,15033,15502,15967,16257,16628,16985,17352,17791,18074,18521,19111,19869,20632
464,14626,12244,12808,13161,13468,13693,13679,14120,14456,14869,15160,15562,15909,16215,16559,16926,17356,18110,18830,19486
465,14627,13023,13671,14055,14488,14912,15022,15637,16209,16557,16764,17117,17520,17862,18283,18755,19196,19755,20567,21310
466,14628,13321,13998,14319,14718,15075,15107,15572,15900,16349,16664,17001,17409,17762,18122,18435,18872,19458,20190,20914
468,14713,13254,13677,14134,14485,14793,14838,15308,15618,15901,16118,16442,16745,17053,17293,17354,17863,18261,18479,18825
469,14729,13300,13901,14205,14617,15027,15129,15669,16129,16652,16920,17344,17950,18497,18804,19097,19670,20347,21043,21768
470,14730,12803,13484,13758,14074,14460,14464,14874,15351,15745,15884,16394,16805,17097,17561,17873,18471,19051,19734,20340
472,15001,12721,13288,13696,13950,14026,14393,14854,14803,15297,15825,16084,16649,17139,17371,17745,18260,18788,19493,20043
473,15002,12625,13075,13455,13488,13269,13584,13995,14218,14657,15178,15360,15566,15803,16016,16324,16820,17099,17570,17828
474,15003,12768,13234,13571,13838,13968,14190,14517,14718,15192,15696,15971,16224,16619,16884,17192,17654,18061,18541,18904
475,15081,12684,13260,13281,13688,14135,14110,14371,14669,15402,15713,16330,17104,17633,17982,18312,18221,18905,19814,20083
476,15082,12162,12578,12884,13242,13462,13747,14227,14592,15092,15438,15718,16225,16711,16991,17437,17826,18364,19137,19584
477,15083,13101,13514,13718,13942,14346,14475,14917,15238,15926,16319,16794,17428,17925,18291,18692,18934,19625,20407,20694
478,15084,12573,13112,13402,13723,14040,14072,14398,14653,15280,15670,15985,16404,16821,17194,17506,17905,18524,19214,19649
479,15085,12580,13057,13275,13546,13763,13896,14225,14540,15125,15595,15902,16340,16775,17170,17580,18006,18504,19354,19907
480,15086,12641,13329,13463,13932,14461,14761,15303,15688,16391,16729,17143,17535,17811,18236,18569,18621,19297,20160,20518
481,15087,12194,12735,12958,13241,13506,13578,13922,14245,14766,15146,15368,15830,16197,16442,16833,17222,17853,18619,19092
482,15088,12728,13230,13464,13764,14128,14284,14692,15132,15826,16258,16689,17197,17635,17939,18385,18933,19486,20197,20601
483,15089,12101,12568,12711,13050,13182,13374,13819,14076,14588,15003,15294,15758,16205,16513,16946,17394,17915,18674,19095
484,15090,11967,12493,12545,12854,13168,13261,13607,13915,14521,14796,15260,15786,16132,16521,17007,17136,17773,18622,18947
485,15091,12328,12757,13011,13472,13842,14013,14445,14817,15374,15736,16069,16638,17156,17397,17839,18271,18930,19696,20118
487,15101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
488,15151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
489,15153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
490,15154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
491,15159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
492,15171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
494,15202,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
495,15256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
496,15260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
497,15261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
498,15265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
499,15266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500,15268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
502,15303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
503,15352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
504,15355,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
505,15357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
506,15358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
507,15362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
508,15363,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
509,15364,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510,15367,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
511,15369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
512,15370,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
514,16051,13503,14005,14247,14461,14691,14693,15154,15406,15805,16000,16269,16637,16955,17300,17526,18056,18498,18991,19333
515,16052,13035,13711,14032,14357,14710,14832,15349,15664,15928,16108,16332,16625,16931,17258,17474,17952,18321,19049,19558
516,16053,13172,13525,13722,13827,13925,14074,14622,14941,15274,15577,15910,16172,16497,16796,16907,17454,17982,18534,18919
517,16054,13741,14473,14759,15170,15495,15640,16261,16560,16903,17207,17450,17821,18335,18821,19071,19136,20476,21541,22371
518,16055,13113,13512,13664,13846,14170,14294,14800,15100,15496,15644,15892,16247,16663,16966,17386,17693,18164,18739,19090
519,16056,13386,13863,14320,14696,15125,15118,15478,15656,15947,16152,16297,16671,17054,17479,17970,18300,18659,19188,19639
520,16061,12448,13075,13174,13400,13726,13852,14431,14868,15466,15749,16087,16588,16915,17284,17709,18161,18816,19506,20065
521,16062,12304,12837,13091,13380,13720,13775,14251,14585,14972,15056,15325,15726,16035,16412,16668,17078,17752,18415,18907
522,16063,13147,13758,13920,14223,14553,14680,15200,15597,16052,16255,16521,17131,17656,18238,18294,18960,19480,20357,20932
523,16064,12405,13056,13182,13408,13744,13786,14278,14681,15141,15269,15553,16048,16339,16762,17040,17232,17770,18514,18942
524,16065,11764,12307,12448,12708,13091,13104,13551,13905,14373,14539,14857,15349,15645,16077,16430,16791,17316,18023,18508
525,16066,13075,13757,14036,14365,14669,14796,15357,15742,16159,16330,16471,17002,17417,17904,18325,18669,19612,20366,20946
526,16067,12569,13185,13482,13772,14123,14230,14719,15127,15528,15713,16003,16485,16849,17258,17518,17852,18473,19177,19593
527,16068,12815,13446,13474,13703,14019,14049,14526,14891,15370,15480,15809,16349,16680,17131,17440,17731,18315,19040,19482
528,16069,13236,13930,14043,14281,14592,14604,15141,15612,16102,16233,16494,16969,17340,17730,18022,18677,19206,19943,20495
