,kreis_name,license_plate,einw,crimes,income,crime_rate,income_pp
323,Kempten,KE,68940,4486,2050.316,0.06507107629823035,0.029740586016826224
324,Kelheim,KEH,123390,3634,2031.253,0.029451333171245642,0.016462055271902098
325,Ortenaukreis,KEL,432580,26165,9769.471,0.060485921679226964,0.022584194831013916
326,Tirschenreuth,KEM,175375,5429,2500.957,0.030956521739130435,0.014260624376336422
327,Bayreuth,KEM,175375,5429,2500.957,0.030956521739130435,0.014260624376336422
328,Kaufbeuren,KF,44662,2765,978.222,0.061909453226456496,0.021902780887555415
329,Bad Kissingen,KG,103169,3632,1908.821,0.035204373406740395,0.018501885256230068
330,Bad Kreuznach,KH,158746,9501,2579.935,0.05985032693737165,0.016251968553538356
331,Kiel,KI,246601,23934,7125.399,0.09705556749567114,0.028894444872486325
332,Donnersbergkreis,KIB,75539,3511,1116.267,0.04647930208236805,0.014777360039185058
333,Viersen,KK,298536,17940,4606.94,0.06009325508481389,0.015431773722432134
334,Kaiserslautern,KL,205982,17110,3950.62,0.08306551057859425,0.019179442863939567
335,Kaiserslautern,KL,205982,17110,3950.62,0.08306551057859425,0.019179442863939567
336,Kleve,KLE,313586,20958,4936.128,0.0668333407741417,0.015740906800686256
337,Altmarkkreis Salzwedel,KLZ,82687,5134,1092.649,0.06208956667916359,0.013214277939700314
338,Bautzen,KM,298010,15147,4670.436,0.050827153451226466,0.01567207811818395
339,Konstanz,KN,286876,18501,5615.981,0.06449127846177442,0.019576336117346868
340,Koblenz,KO,113388,11264,4709.126,0.09934031819945673,0.041531079126538965
341,Krefeld,KR,226844,21934,5416.271,0.09669199978840085,0.02387663328102132
342,Günzburg,KRU,127342,4975,2700.444,0.03906802154827158,0.021206232036562956
343,Kassel,KS,438055,25520,10998.493999999999,0.05825752474004406,0.025107564118660896
344,Kassel,KS,438055,25520,10998.493999999999,0.05825752474004406,0.025107564118660896
345,Kitzingen,KT,91696,3803,1733.913,0.04147400104693771,0.01890936354911883
346,Kulmbach,KU,71428,2631,1402.76,0.03683429467435739,0.019638797110376884
347,Kusel,KUS,70105,3868,607.443,0.055174381285215034,0.008664760002852863
348,Dahme-Spreewald,KW,173316,15647,2692.266,0.09028018186434028,0.015533857231877035
349,Ostprignitz-Ruppin,KY,98808,7625,1471.577,0.07716986478827625,0.014893298113513077
350,Kyffhäuserkreis,KYF,73522,5243,968.55,0.07131198824841543,0.013173607899676287
351,Rhön-Grabfeld,KÖN,79510,2399,1665.335,0.03017230537039366,0.020944975474783047
352,Anhalt-Bitterfeld,KÖT,157217,11621,2324.662,0.07391694282424928,0.014786327178358573
353,Cham,KÖZ,128094,4091,2549.895,0.031937483410620325,0.01990643589863694
354,Hohenlohekreis,KÜN,112765,4085,3395.493,0.03622577927548441,0.030111231321775372
355,Leipzig,L,855879,93876,16606.055,0.10968372865790608,0.019402339583048538
356,Leipzig,L,855879,93876,16606.055,0.10968372865790608,0.019402339583048538
357,Landshut,LA,234256,9571,4964.03,0.04085701113311932,0.021190620517724197
358,Landshut,LA,234256,9571,4964.03,0.04085701113311932,0.021190620517724197
359,Dingolfing-Landau,LAN,97244,3233,3396.23,0.03324626712187898,0.03492482826703961
360,Nürnberger Land,LAU,171143,5614,2930.562,0.0328029776268968,0.017123469846853215
361,Ludwigsburg,LB,544971,21945,13125.153,0.04026819775731186,0.024084131082204373
362,Saale-Orla-Kreis,LBS,79632,4747,1161.171,0.05961171388386578,0.014581713381555155
363,Ludwigslust-Parchim,LBZ,211844,12661,2678.914,0.059765676629973,0.01264569211306433
364,Dahme-Spreewald,LC,173316,15647,2692.266,0.09028018186434028,0.015533857231877035
365,Landau in der Pfalz,LD,46685,3984,1205.469,0.08533790296669165,0.025821334475741673
366,Lahn-Dill-Kreis,LDK,253373,9287,5276.147,0.03665347136435216,0.020823635509703085
367,Dahme-Spreewald,LDS,173316,15647,2692.266,0.09028018186434028,0.015533857231877035
368,Böblingen,LEO,392898,16276,13289.979,0.04142550992878559,0.033825519600507004
369,Leer,LER,171483,8747,2182.858,0.05100797163567234,0.012729296781605174
370,Leverkusen,LEV,163905,12570,4321.012,0.07669076599249565,0.0263629053415088
371,Berchtesgadener Land,LF,395466,21781,8675.15,0.05507679547672872,0.02193652551673216
372,Altötting,LF,395466,21781,8675.15,0.05507679547672872,0.02193652551673216
373,Traunstein,LF,395466,21781,8675.15,0.05507679547672872,0.02193652551673216
374,Lüneburg,LG,184235,12574,2970.223,0.06824978967080088,0.0161219258012864
375,Unna,LH,614330,37368,10079.14,0.060827242687155114,0.016406719515569806
376,Coesfeld,LH,614330,37368,10079.14,0.060827242687155114,0.016406719515569806
377,Lindau (Bodensee),LI,82085,6307,1799.102,0.07683498812206858,0.0219175488822562
378,Elbe-Elster,LIB,101085,5875,1362.979,0.05811940446159173,0.013483494089132908
379,Lichtenfels,LIF,66722,2780,1380.951,0.04166541770330626,0.020697086418272833
380,Lippe,LIP,346970,14511,6230.185,0.0418220595440528,0.017955976020981642
381,Landsberg am Lech,LL,121019,3891,2219.265,0.03215197613597865,0.01833815351308472
382,Limburg-Weilburg,LM,172291,7917,2988.451,0.04595132653475806,0.017345369171924245
383,Dahme-Spreewald,LN,173316,15647,2692.266,0.09028018186434028,0.015533857231877035
384,Oder-Spree,LOS,179276,12295,2422.724,0.06858140520761284,0.01351393382270912
385,Soest,LP,301016,16898,5861.528,0.05613655088101629,0.019472479868179765
386,Ortenaukreis,LR,432580,26165,9769.471,0.060485921679226964,0.022584194831013916
387,Rostock,LRO,217072,10585,2912.705,0.048762622539986734,0.013418151581042235
388,Unstrut-Hainich-Kreis,LSZ,101698,6738,1440.619,0.06625499026529529,0.014165657141733366
389,Ludwigshafen am Rhein,LU,172557,16117,7333.909,0.09340102111186449,0.042501370561611525
390,Ludwigslust-Parchim,LUP,211844,12661,2678.914,0.059765676629973,0.01264569211306433
391,Ludwigslust-Parchim,LWL,211844,12661,2678.914,0.059765676629973,0.01264569211306433
392,Lörrach,LÖ,228842,21580,4256.009,0.09430087134354707,0.01859802396413246
393,Görlitz,LÖB,250558,20333,3569.648,0.08115087125535804,0.014246793157672076
394,Unna,LÜN,393618,25496,6687.625,0.06477346056328724,0.016990140186678455
395,München,M,1837887,109055,81105.15400000001,0.059337162730896946,0.0441295650929573
396,München,M,1837887,109055,81105.15400000001,0.059337162730896946,0.0441295650929573
397,Mannheim,MA,309721,34891,11716.876,0.1126530006037692,0.037830421572964054
398,Erzgebirgskreis,MAB,331917,11803,4579.686,0.035560094842987854,0.013797684360849247
399,Kelheim,MAI,284581,7782,4690.8099999999995,0.02734546579005626,0.016483215674974787
400,Landshut,MAI,284581,7782,4690.8099999999995,0.02734546579005626,0.016483215674974787
401,Wunsiedel im Fichtelgebirge,MAK,71974,4052,1548.508,0.05629810764998472,0.021514824797843668
402,Straubing-Bogen,MAL,262936,6667,4028.602,0.025355980162472997,0.015321606778835914
403,Landshut,MAL,262936,6667,4028.602,0.025355980162472997,0.015321606778835914
404,Miesbach,MB,100183,4221,1994.918,0.04213289679885809,0.019912739686373936
405,Mecklenburgische Seenplatte,MC,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
406,Magdeburg,MD,235775,27143,5042.619,0.1151224684550949,0.021387420209945922
407,Mettmann,ME,484322,29072,11576.18,0.060026180929216515,0.02390182564492218
408,Dithmarschen,MED,133251,7262,2029.417,0.054498652918176974,0.015230032044787655
409,Schwalm-Eder-Kreis,MEG,179840,6363,3255.845,0.035381450177935946,0.018104120329181492
410,Meißen,MEI,240371,12250,3863.996,0.050962886537893506,0.01607513385558158
411,Erzgebirgskreis,MEK,331917,11803,4579.686,0.035560094842987854,0.013797684360849247
412,Osnabrück,MEL,359471,16093,5789.596,0.04476856269351352,0.016105877803772765
413,Saalekreis,MER,183434,12373,3069.026,0.06745205359965982,0.016730955002889323
414,Rhön-Grabfeld,MET,79510,2399,1665.335,0.03017230537039366,0.020944975474783047
415,Mönchengladbach,MG,259665,21546,5221.367,0.08297614233724221,0.020108089268865655
416,Main-Tauber-Kreis,MGH,132684,5216,3033.023,0.039311446745651325,0.02285899580959272
417,Schmalkalden-Meiningen,MGN,124241,6179,1810.4,0.049733984755435,0.014571679236322953
418,Mülheim an der Ruhr,MH,170921,12243,3457.882,0.07162958325776236,0.02023087859303421
419,Unstrut-Hainich-Kreis,MHL,101698,6738,1440.619,0.06625499026529529,0.014165657141733366
420,Minden-Lübbecke,MI,310270,15207,6598.088,0.049012150707448354,0.021265633158217036
421,Miltenberg,MIL,128743,4419,2281.957,0.03432419626698151,0.01772490154804533
422,Märkischer Kreis,MK,408662,24218,8834.735,0.05926168814325775,0.021618684878946418
423,Main-Kinzig-Kreis,MKK,421689,17635,7593.796,0.04181991941928767,0.018008048585568988
424,Mansfeld-Südharz,ML,133690,10872,1588.709,0.08132246241304511,0.011883529059765129
425,Memmingen,MM,44360,2886,1611.19,0.06505861136158701,0.03632078449053201
426,Unterallgäu,MN,146164,4308,2895.58,0.02947374182425221,0.019810486850387235
427,Wesel,MO,460113,28916,7036.438,0.0628454314483616,0.015292847626561301
428,Ostallgäu,MOD,141907,4811,2647.592,0.033902485430598914,0.01865723325840163
429,Märkisch-Oderland,MOL,197195,12743,2218.484,0.06462131392783793,0.011250204112680342
430,Aachen,MON,821771,66010,16788.186,0.08032651432089961,0.020429275309058123
431,Düren,MON,821771,66010,16788.186,0.08032651432089961,0.020429275309058123
432,Neckar-Odenwald-Kreis,MOS,143797,4757,2439.709,0.03308135774737999,0.01696634143966842
433,Saalekreis,MQ,183434,12373,3069.026,0.06745205359965982,0.016730955002889323
434,Marburg-Biedenkopf,MR,245903,10094,5337.529,0.04104870619715904,0.021705831161067578
435,Münster,MS,316403,29475,10142.934,0.09315651242244859,0.03205700957323413
436,Mecklenburgische Seenplatte,MSE,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
437,Mansfeld-Südharz,MSH,133690,10872,1588.709,0.08132246241304511,0.011883529059765129
438,Main-Spessart,MSP,125976,3696,2627.755,0.029338921699371308,0.02085917158823903
439,Mecklenburgische Seenplatte,MST,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
440,Main-Taunus-Kreis,MTK,239264,10762,6634.653,0.04497960411929918,0.027729424401497928
441,Leipzig,MTL,258386,14493,3245.622,0.05609050025930198,0.01256113721331651
442,Mittelsachsen,MW,301474,11826,4471.645,0.03922726337926322,0.01483260579685147
443,Mayen-Koblenz,MY,214786,10514,3501.378,0.04895104895104895,0.01630170495283678
444,Mayen-Koblenz,MYK,214786,10514,3501.378,0.04895104895104895,0.01630170495283678
445,Mainz,MZ,428648,30216,10322.585000000001,0.07049140553554431,0.02408172906440716
446,Mainz-Bingen,MZ,428648,30216,10322.585000000001,0.07049140553554431,0.02408172906440716
447,Merzig-Wadern,MZG,103471,5028,1530.639,0.04859332566612867,0.014792927486928703
448,Mühldorf am Inn,MÜ,116483,3706,2091.641,0.031815801447421514,0.01795662027935407
449,Hof,MÜB,198201,7142,3030.379,0.03603412697211417,0.015289423363151547
450,Bayreuth,MÜB,198201,7142,3030.379,0.03603412697211417,0.015289423363151547
451,Mecklenburgische Seenplatte,MÜR,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
452,Nürnberger Land,N,686686,49364,22128.326,0.07188729637709229,0.0322248101752475
453,Nürnberg,N,686686,49364,22128.326,0.07188729637709229,0.0322248101752475
454,Amberg-Sulzbach,NAB,251475,8306,4355.176,0.03302912814395069,0.017318524704244956
455,Schwandorf,NAB,251475,8306,4355.176,0.03302912814395069,0.017318524704244956
456,Hof,NAI,94522,4277,1848.291,0.04524872516451196,0.019554082647425995
457,Havelland,NAU,164693,10096,1806.637,0.061301937544400796,0.010969725489243623
458,Mecklenburgische Seenplatte,NB,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
459,Neuburg-Schrobenhausen,ND,97730,3357,1697.93,0.03434973907704901,0.01737368259490433
460,Nordhausen,NDH,82456,5838,1263.028,0.07080139710876103,0.015317599689531386
461,Rhein-Kreis Neuss,NE,452001,28251,8902.262,0.06250207411045551,0.01969522633799483
462,Neustadt an der Aisch-Bad Windsheim,NEA,101272,2770,1609.13,0.027352081523027094,0.015889189509439926
463,Burgenlandkreis,NEB,177590,13767,2414.552,0.07752125682752407,0.013596216003153331
464,Coburg,NEC,127413,5825,3375.235,0.0457174699598942,0.026490507248083005
465,Coburg,NEC,127413,5825,3375.235,0.0457174699598942,0.026490507248083005
466,Schwandorf,NEN,148477,5558,2865.034,0.03743340719438028,0.019296146877967633
467,Rhön-Grabfeld,NES,79510,2399,1665.335,0.03017230537039366,0.020944975474783047
468,Neustadt an der Waldnaab,NEW,94645,3260,1481.51,0.034444503143325055,0.015653336150879604
469,Nordfriesland,NF,167147,8561,2921.941,0.051218388604043145,0.017481264994286465
470,Sonneberg,NH,57044,3117,805.761,0.05464203071313372,0.014125254189748264
471,Nienburg/Weser,NI,121645,6405,2014.228,0.05265321221587406,0.016558247359118747
472,Neunkirchen,NK,131172,8111,1872.303,0.06183484280181746,0.014273648339584668
473,Neumarkt in der Oberpfalz,NM,135225,3586,2644.093,0.02651876502126086,0.019553285265298575
474,Burgenlandkreis,NMB,177590,13767,2414.552,0.07752125682752407,0.013596216003153331
475,Neumünster,NMS,79905,9751,2006.759,0.12203241349102059,0.025114310744008512
476,Grafschaft Bentheim,NOH,137891,8117,2361.793,0.05886533566367638,0.01712797064347927
477,Görlitz,NOL,250558,20333,3569.648,0.08115087125535804,0.014246793157672076
478,Northeim,NOM,131772,6671,2121.895,0.050625322526788696,0.016102776007042467
479,Aurich,NOR,190178,9835,2615.997,0.051714709377530525,0.013755518514234033
480,Ostprignitz-Ruppin,NP,98808,7625,1471.577,0.07716986478827625,0.014893298113513077
481,Neuwied,NR,183131,10625,3164.851,0.05801857686574092,0.01728189656584631
482,Esslingen,NT,533617,24751,13481.501,0.04638345479997826,0.025264376884544533
483,Neu-Ulm,NU,175823,7744,3702.966,0.044044294546219775,0.02106075996883229
484,Vorpommern-Rügen,NVP,225383,15738,3177.618,0.06982780422658319,0.01409874746542552
485,Neustadt an der Weinstraße,NW,53306,3777,946.385,0.0708550632199002,0.017753817581510525
486,Nordwestmecklenburg,NWM,157975,9671,2082.073,0.0612185472384871,0.013179762620667826
487,Görlitz,NY,250558,20333,3569.648,0.08115087125535804,0.014246793157672076
488,Mecklenburgische Seenplatte,NZ,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
489,Donau-Ries,NÖ,134324,5097,3473.076,0.03794556445609124,0.025855960215598106
490,Oberallgäu,OA,156308,4914,2724.036,0.0314379302402948,0.017427361363461884
491,Ostallgäu,OAL,141907,4811,2647.592,0.033902485430598914,0.01865723325840163
492,Oberhausen,OB,209566,16470,3456.023,0.07859099281371978,0.01649133447219492
493,Miltenberg,OBB,128743,4419,2281.957,0.03432419626698151,0.01772490154804533
494,Stendal,OBG,110485,7852,1478.961,0.07106847083314477,0.013386079558311084
495,Börde,OC,170567,9189,2541.576,0.05387325801591163,0.014900748679404574
496,Würzburg,OCH,162697,3743,2102.134,0.023005955856592316,0.012920545554005299
497,Stormarn,OD,244989,13549,4346.965,0.05530452387658221,0.017743510933143938
498,Olpe,OE,133362,5987,3120.933,0.0448928480376719,0.023401966077293383
499,Offenbach am Main,OF,487434,27496,10409.757,0.05640968828600385,0.021356238998510566
500,Offenbach,OF,487434,27496,10409.757,0.05640968828600385,0.021356238998510566
501,Ortenaukreis,OG,432580,26165,9769.471,0.060485921679226964,0.022584194831013916
502,Ostholstein,OH,201487,13119,2836.268,0.06511090045511621,0.01407667988505462
503,Göttingen,OHA,323900,22082,7072.762,0.06817536276628589,0.021836251929607902
504,Oberhavel,OHV,214234,12821,2731.961,0.05984577611396884,0.012752228871234257
505,Osterholz,OHZ,114640,5374,1253.949,0.04687718073970691,0.010938145498953245
506,Börde,OK,170567,9189,2541.576,0.05387325801591163,0.014900748679404574
507,Oldenburg,OL,301072,19992,6335.385,0.06640272094382739,0.021042757214221185
508,Oldenburg,OL,301072,19992,6335.385,0.06640272094382739,0.021042757214221185
509,Leverkusen,OP,163905,12570,4321.012,0.07669076599249565,0.0263629053415088
510,Ostprignitz-Ruppin,OPR,98808,7625,1471.577,0.07716986478827625,0.014893298113513077
511,Osnabrück,OS,523694,33269,10830.208999999999,0.06352755616829675,0.020680414516874357
512,Osnabrück,OS,523694,33269,10830.208999999999,0.06352755616829675,0.020680414516874357
513,Oberspreewald-Lausitz,OSL,108396,7039,1674.984,0.06493782058378537,0.015452452120004427
514,Schwandorf,OVI,148477,5558,2865.034,0.03743340719438028,0.019296146877967633
515,Vogtlandkreis,OVL,223905,13866,3264.695,0.06192804984256716,0.014580715035394477
516,Nordsachsen,OZ,197444,12031,3150.306,0.06093373310913474,0.015955440529973056
517,Potsdam,P,182112,15311,4705.942,0.08407463538921103,0.025840922069934984
518,Passau,PA,245869,11527,5151.299999999999,0.046882689562327905,0.020951400949286
519,Passau,PA,245869,11527,5151.299999999999,0.046882689562327905,0.020951400949286
520,Pfaffenhofen an der Ilm,PAF,129128,4236,2622.061,0.032804658943064245,0.020305905767920206
521,Rottal-Inn,PAN,121800,3690,1922.317,0.030295566502463053,0.015782569786535305
522,Kelheim,PAR,258615,7220,4675.346,0.027917947528178954,0.01807840225818301
523,Neumarkt in der Oberpfalz,PAR,258615,7220,4675.346,0.027917947528178954,0.01807840225818301
524,Paderborn,PB,308335,18322,6176.215,0.05942238150064054,0.020030859292652473
525,Ludwigslust-Parchim,PCH,211844,12661,2678.914,0.059765676629973,0.01264569211306433
526,Peine,PE,135844,6840,1563.953,0.0503518742086511,0.011512860339801537
527,Forchheim,PEG,391422,11730,5886.1939999999995,0.02996765639131168,0.015037974360153491
528,Nürnberger Land,PEG,391422,11730,5886.1939999999995,0.02996765639131168,0.015037974360153491
529,Bayreuth,PEG,391422,11730,5886.1939999999995,0.02996765639131168,0.015037974360153491
530,Pforzheim,PF,325768,14391,6531.036,0.04417560963630559,0.0200481201345743
531,Enzkreis,PF,325768,14391,6531.036,0.04417560963630559,0.0200481201345743
532,Pinneberg,PI,317085,17571,4717.454,0.05541416339467335,0.014877569106075657
533,Sächsische Schweiz-Osterzgebirge,PIR,244722,13006,3244.53,0.05314601874780363,0.013258023389805576
534,Vogtlandkreis,PL,223905,13866,3264.695,0.06192804984256716,0.014580715035394477
535,Plön,PLÖ,129353,5480,1301.252,0.042364691966943174,0.010059697107914002
536,Potsdam-Mittelmark,PM,217954,11453,2897.059,0.05254778531249713,0.013292066215807006
537,Saale-Orla-Kreis,PN,79632,4747,1161.171,0.05961171388386578,0.014581713381555155
538,Prignitz,PR,76096,4832,1042.593,0.06349873843566022,0.013701022392767033
539,Eifelkreis Bitburg-Prüm,PRÜ,100055,4020,1424.128,0.0401779021538154,0.014233451601619108
540,Pirmasens,PS,135088,6723,1635.038,0.04976755892455288,0.012103502901812151
541,Südwestpfalz,PS,135088,6723,1635.038,0.04976755892455288,0.012103502901812151
542,Vorpommern-Greifswald,PW,235773,15107,3433.87,0.06407434269403198,0.014564305497236748
543,Uckermark,PZ,118250,7747,1659.494,0.06551374207188161,0.014033775898520083
544,Saalekreis,QFT,183434,12373,3069.026,0.06745205359965982,0.016730955002889323
545,Harz,QLB,210975,18881,2960.601,0.08949401587865861,0.01403294703163882
546,Regensburg,R,346545,18943,10377.863,0.054662453649598174,0.029946653392777273
547,Regensburg,R,346545,18943,10377.863,0.054662453649598174,0.029946653392777273
548,Rastatt,RA,232091,11329,5694.745,0.04881275017126903,0.024536690349905854
549,Vogtlandkreis,RC,223905,13866,3264.695,0.06192804984256716,0.014580715035394477
550,Rendsburg-Eckernförde,RD,274765,13283,4039.644,0.04834312958346223,0.01470217822502866
551,Vorpommern-Rügen,RDG,225383,15738,3177.618,0.06982780422658319,0.01409874746542552
552,Recklinghausen,RE,613599,43944,9070.621,0.07161680511213349,0.014782652840047
553,Regen,REG,77313,2298,1391.168,0.02972333242792286,0.017993972553128193
554,Wunsiedel im Fichtelgebirge,REH,166496,8329,3396.799,0.0500252258312512,0.02040168532577359
555,Hof,REH,166496,8329,3396.799,0.0500252258312512,0.02040168532577359
556,Berchtesgadener Land,REI,106327,10962,1994.708,0.10309704966753505,0.01876012677871096
557,Meißen,RG,240371,12250,3863.996,0.050962886537893506,0.01607513385558158
558,Roth,RH,127168,3578,2015.333,0.02813600905888274,0.01584779976094615
559,Schaumburg,RI,158406,8817,2151.824,0.055660770425362674,0.013584232920470184
560,Kelheim,RID,123390,3634,2031.253,0.029451333171245642,0.016462055271902098
561,Meißen,RIE,240371,12250,3863.996,0.050962886537893506,0.01607513385558158
562,Mittelsachsen,RL,301474,11826,4471.645,0.03922726337926322,0.01483260579685147
563,Mecklenburgische Seenplatte,RM,258057,15356,4031.614,0.05950623311903959,0.0156229592686887
564,Havelland,RN,164693,10096,1806.637,0.061301937544400796,0.010969725489243623
565,Rosenheim,RO,325312,18834,6540.624,0.057895189848514654,0.0201056954554397
566,Rosenheim,RO,325312,18834,6540.624,0.057895189848514654,0.0201056954554397
567,Cham,ROD,276571,9649,5414.929,0.03488796728507327,0.01957880254979734
568,Schwandorf,ROD,276571,9649,5414.929,0.03488796728507327,0.01957880254979734
569,Hersfeld-Rotenburg,ROF,120304,5506,2700.914,0.04576738928048943,0.022450741454980716
570,Donnersbergkreis,ROK,75539,3511,1116.267,0.04647930208236805,0.014777360039185058
571,Kelheim,ROL,284581,7782,4690.8099999999995,0.02734546579005626,0.016483215674974787
572,Landshut,ROL,284581,7782,4690.8099999999995,0.02734546579005626,0.016483215674974787
573,Rostock,ROS,217072,10585,2912.705,0.048762622539986734,0.013418151581042235
574,Ansbach,ROT,185316,5231,2918.167,0.0282274601221697,0.015746978134645685
575,Rotenburg (Wümme),ROW,164486,9652,2707.449,0.05867976605911749,0.01646005739090257
576,Rhein-Pfalz-Kreis,RP,154754,6780,1418.999,0.04381146852423847,0.009169384959354846
577,Remscheid,RS,111516,7180,2580.31,0.06438537967645898,0.02313847340291976
578,Dessau-Roßlau,RSL,79354,8870,1508.367,0.11177760415353984,0.019008077727650778
579,Reutlingen,RT,287497,13019,6562.24,0.04528395078905171,0.022825420786999517
580,Saalfeld-Rudolstadt,RU,102139,5793,1514.093,0.05671682706899421,0.01482384789355682
581,Ravensburg,RV,285888,13395,6302.508,0.04685401276024177,0.022045374412357287
582,Rottweil,RW,140166,4360,3183.009,0.031105974344705564,0.022708852360772226
583,Herzogtum Lauenburg,RZ,199152,10167,2366.163,0.051051458182694624,0.011881191250903832
584,Rheingau-Taunus-Kreis,RÜD,187433,5903,2504.622,0.031493920494256616,0.01336275895920142
585,Vorpommern-Rügen,RÜG,225383,15738,3177.618,0.06982780422658319,0.01409874746542552
586,Stuttgart,S,630305,54255,31477.938,0.0860773752389716,0.04994080326191288
587,Trier-Saarburg,SAB,150533,6840,1478.467,0.04543854171510566,0.009821547434781744
588,Schwandorf,SAD,148477,5558,2865.034,0.03743340719438028,0.019296146877967633
589,Kronach,SAN,232305,9453,4478.9259999999995,0.040692193452573126,0.019280368481091666
590,Kulmbach,SAN,232305,9453,4478.9259999999995,0.040692193452573126,0.019280368481091666
591,Hof,SAN,232305,9453,4478.9259999999995,0.040692193452573126,0.019280368481091666
592,Altmarkkreis Salzwedel,SAW,82687,5134,1092.649,0.06208956667916359,0.013214277939700314
593,Saarbrücken,SB,327502,30987,8547.89,0.09461621608417659,0.02610026808996586
594,Vorpommern-Greifswald,SBG,235773,15107,3433.87,0.06407434269403198,0.014564305497236748
595,Salzlandkreis,SBK,187457,11899,2615.405,0.06347589047088133,0.013952026331371995
596,Schwabach,SC,41056,1687,891.915,0.041090218238503506,0.02172435210444271
597,Saale-Orla-Kreis,SCZ,79632,4747,1161.171,0.05961171388386578,0.014581713381555155
598,Kyffhäuserkreis,SDH,73522,5243,968.55,0.07131198824841543,0.013173607899676287
599,Stendal,SDL,110485,7852,1478.961,0.07106847083314477,0.013386079558311084
600,Uckermark,SDT,118250,7747,1659.494,0.06551374207188161,0.014033775898520083
601,Segeberg,SE,278007,15893,4721.04,0.05716762527562256,0.016981730675846293
602,Sächsische Schweiz-Osterzgebirge,SEB,244722,13006,3244.53,0.05314601874780363,0.013258023389805576
603,Märkisch-Oderland,SEE,197195,12743,2218.484,0.06462131392783793,0.011250204112680342
604,Neustadt an der Aisch-Bad Windsheim,SEF,101272,2770,1609.13,0.027352081523027094,0.015889189509439926
605,Wunsiedel im Fichtelgebirge,SEL,71974,4052,1548.508,0.05629810764998472,0.021514824797843668
606,Oberspreewald-Lausitz,SFB,108396,7039,1674.984,0.06493782058378537,0.015452452120004427
607,Salzlandkreis,SFT,187457,11899,2615.405,0.06347589047088133,0.013952026331371995
608,Solingen,SG,159193,9962,2823.83,0.06257812843529552,0.017738405583160064
609,Mansfeld-Südharz,SGH,133690,10872,1588.709,0.08132246241304511,0.011883529059765129
610,Schwäbisch Hall,SHA,197860,6656,4613.934,0.03363994743758213,0.023319185282522997
611,Schaumburg,SHG,158406,8817,2151.824,0.055660770425362674,0.013584232920470184
612,Saale-Holzland-Kreis,SHK,82816,4373,1075.406,0.05280380602782071,0.012985485896445131
613,Suhl,SHL,36395,3057,701.546,0.08399505426569584,0.019275889545267207
614,Siegen-Wittgenstein,SI,275491,15926,6554.402,0.05780951101850877,0.023791710074013307
615,Sigmaringen,SIG,130946,6443,2619.193,0.04920348846089228,0.020002084828860754
616,Rhein-Hunsrück-Kreis,SIM,103401,4831,2046.994,0.04672101817197126,0.019796655738339088
617,Saalekreis,SK,183434,12373,3069.026,0.06745205359965982,0.016730955002889323
618,Schleswig-Flensburg,SL,202647,9498,2584.665,0.04686967978800574,0.012754518941805208
619,Euskirchen,SLE,459499,27698,7431.241,0.060278694839379414,0.016172485685496594
620,Düren,SLE,459499,27698,7431.241,0.060278694839379414,0.016172485685496594
621,Saalfeld-Rudolstadt,SLF,102139,5793,1514.093,0.05671682706899421,0.01482384789355682
622,Sigmaringen,SLG,416834,19838,8921.701000000001,0.04759208701785363,0.0214034867597173
623,Ravensburg,SLG,416834,19838,8921.701000000001,0.04759208701785363,0.0214034867597173
624,Salzlandkreis,SLK,187457,11899,2615.405,0.06347589047088133,0.013952026331371995
625,Altenburger Land,SLN,88356,5574,1098.15,0.06308569876409073,0.01242869754176287
626,Saarlouis,SLS,193732,13386,3596.643,0.06909545144839263,0.018565043462102287
627,Wartburgkreis,SLZ,159937,4543,1903.351,0.028404934442936906,0.011900629622914024
628,Main-Kinzig-Kreis,SLÜ,421689,17635,7593.796,0.04181991941928767,0.018008048585568988
629,Schmalkalden-Meiningen,SM,124241,6179,1810.4,0.049733984755435,0.014571679236322953
630,Augsburg,SMÜ,255900,7350,4073.276,0.028722157092614303,0.015917452129738177
631,Schwerin,SN,95609,11672,2482.315,0.1220805572697131,0.02596319384158395
632,Soest,SO,301016,16898,5861.528,0.05613655088101629,0.019472479868179765
633,Neuburg-Schrobenhausen,SOB,97730,3357,1697.93,0.03434973907704901,0.01737368259490433
634,Weilheim-Schongau,SOG,136134,4966,2952.659,0.03647876357118721,0.021689357544772064
635,Saale-Orla-Kreis,SOK,79632,4747,1161.171,0.05961171388386578,0.014581713381555155
636,Sonneberg,SON,57044,3117,805.761,0.05464203071313372,0.014125254189748264
637,Speyer,SP,50741,4659,1626.193,0.09181923887980134,0.032048895370607594
638,Spree-Neiße,SPB,113011,6961,1430.928,0.06159577386272133,0.01266184707683323
639,Spree-Neiße,SPN,113011,6961,1430.928,0.06159577386272133,0.01266184707683323
640,Straubing-Bogen,SR,149357,5989,2988.6180000000004,0.04009855580923559,0.020009895753128414
641,Straubing,SR,149357,5989,2988.6180000000004,0.04009855580923559,0.020009895753128414
