,kreis_key,kreis_name,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,crimes_pp_2013,crimes_pp_2014,crimes_pp_2015,crimes_pp_2016,crimes_pp_2017,crimes_pp_2018,crimes_pp_2019
40,02000,Hamburg,17969,19035,18812,20264,20004,21138,21496,21441,21444,20813,21421,22094,22312,22783,22577,23178,23853,24245,25029,30053866,31965143,31640970,34078943,33618933,35535492,36257088,36369680,36479654,35357046,36452120,37823093,38515903,39649768,39612424,41143363,42909831,44137642,45949850,238019.0,239541.0,243313.0,238464.0,224292.0,216569.0,206790.0,199280.0,1707251,1708410,1707356,1701810,1702451,1710270,1720965,1727445,1732649,1736201,1739455,1748544,1761711,1771532,1778107,1780065,1711944,1726230,1740307,1754567,1775100,1798923,1820511,1835882,1844216,0.13676839775970562,0.13652428205933428,0.13707002422398737,0.13255931465660287,0.12320277109009503,0.11796455327738929,0.11212894801910406
41,05915,Hamm,13666,14015,14000,14159,14380,14503,14701,14895,15429,15363,15831,16159,16400,16507,16922,17068,17332,17822,18453,2450008,2522669,2531081,2564069,2602832,2615939,2638511,2660606,2742325,2716222,2789120,2848338,2893965,2909229,2983660,3037909,3110878,3196899,3305790,14766.0,15152.0,15204.0,15441.0,14866.0,13355.0,13591.0,15553.0,183715,182811,181704,180957,181262,182061,183098,184454,184839,184921,184542,183971,183378,182678,182063,181664,176270,176457,176244,176314,177989,179484,179378,179148,179514,0.08378157554299721,0.08593758862030242,0.08542100916348763,0.08602995253058768,0.08287526898504834,0.07454730167236029,0.07570997248125494
42,08221,Heidelberg,18431,19424,18795,19182,19365,20191,21089,21510,21757,20867,21238,22369,23191,23673,22276,22232,22630,23019,23703,2568474,2723524,2656055,2723454,2753766,2870460,3012909,3096749,3142062,3024531,3094766,3294219,3464106,3579995,3417524,3456907,3577657,3688955,3803769,14057.0,13085.0,15194.0,16128.0,16346.0,16656.0,14619.0,13637.0,138873,138826,139405,139614,139479,139966,140602,141793,142574,142798,142840,143897,144643,145047,145683,146323,147266,149375,151224,153414,155491,158091,160258,160478,160920,0.09295482198592817,0.08529208546807984,0.09771626653632687,0.10201719262956145,0.10199802817956045,0.10378992759132093,0.09084638329604773
43,08121,Heilbronn,17679,18519,19279,21137,22787,24921,27901,30331,33016,33755,37055,36576,34785,33310,30839,29573,35790,35587,36883,2043553,2139737,2233839,2447453,2637927,2887883,3224798,3495637,3805404,3892083,4274209,4245141,4074156,3924871,3669236,3584310,4408222,4428553,4630170,9152.0,8990.0,9102.0,9258.0,8439.0,8720.0,8702.0,8151.0,121882,121533,121272,120500,119770,119416,119805,120387,120717,121005,121436,121498,121334,121949,122159,122608,116062,117124,117827,118982,121204,123169,124442,125537,126276,0.07767319884237059,0.07555764737523323,0.07509653146760834,0.07516501717152856,0.06781472493209688,0.06946159299648709,0.0689125407836802
44,05916,Herne,13753,14390,14467,14692,14905,14887,14998,15166,15695,15559,15951,16332,16455,16371,16557,16829,16953,17327,17889,2344554,2434786,2434840,2457724,2473132,2449624,2447623,2449374,2503640,2453038,2490195,2534287,2545990,2529115,2558215,2612435,2649906,2714040,2798401,15483.0,14175.0,15579.0,14238.0,13197.0,13576.0,13000.0,12828.0,179963,179308,178291,177286,176185,175098,174262,173798,173239,172376,171312,170461,169283,167702,166207,165165,155171,154725,154490,154513,155230,156313,156632,156432,156412,0.10022007896951259,0.09173985360455107,0.10036075500869678,0.09108647393370993,0.08425481383114561,0.08678531246803722,0.08311382758356137
45,09464,Hof,15218,15603,15749,16240,16591,16606,16899,17159,17715,17566,18195,18883,18946,19047,19051,19637,19744,19849,20353,764477,778996,780538,795906,803830,795534,800299,803131,819894,803402,822015,844157,842842,847446,846310,873699,886954,904449,935029,4327.0,4713.0,4562.0,3711.0,3645.0,3830.0,3888.0,4547.0,52624,52456,52051,51612,51288,50979,50711,50434,49933,49462,48995,48443,47919,47507,47007,46498,44705,44486,44492,44424,44493,44922,45567,45940,45878,0.0972534388204621,0.1060913019989195,0.10253298271638235,0.08260985708561507,0.07999209954572388,0.08336961253809316,0.0847465015911766
46,09161,Ingolstadt,16275,16945,17021,17384,17779,18057,18360,18882,19278,19083,19932,20414,21547,22016,22119,23076,23269,23634,24352,1870919,1968492,1999667,2061092,2122924,2171721,2226085,2305316,2370025,2358182,2474144,2557232,2736117,2829284,2876935,3039618,3095742,3177429,3314647,9946.0,9717.0,10687.0,10948.0,9906.0,9739.0,8990.0,8657.0,111445,112454,113212,113586,114252,115151,116539,117907,119049,119917,120718,121687,122512,123496,124207,124769,125270,126981,128511,130069,131720,133039,134442,136113,137187,0.07739415302970173,0.07470650193358909,0.0811342241117522,0.08229165883688241,0.07368233141429018,0.07155084378420871,0.06553099054575141
47,16053,Jena,13172,13525,13722,13827,13925,14074,14622,14941,15274,15577,15910,16172,16497,16796,16907,17454,17982,18534,18919,1320681,1366017,1391040,1412516,1436306,1451608,1509150,1544339,1586332,1631774,1681153,1717966,1759715,1802195,1825001,1900210,1976617,2051901,2104843,7609.0,7471.0,7046.0,7901.0,7780.0,7977.0,7689.0,6724.0,101724,100774,99958,99052,99419,99763,100174,101031,101232,102199,102263,102291,102390,102627,103538,104392,106228,106672,107297,107943,108867,109924,110710,111253,111375,0.07091530984090888,0.06921245472147337,0.06472117354202835,0.07187693315381537,0.07027368801372956,0.07170143726461309,0.06903703703703704
48,07312,Kaiserslautern,14631,15195,15156,15431,15891,15986,16325,16501,16793,17204,17123,17436,17318,17484,17576,18103,18291,18613,19288,1441847,1493539,1484929,1504391,1544930,1546398,1567777,1577568,1598263,1648083,1653133,1686034,1680529,1698382,1709669,1773207,1809200,1851864,1924292,12852.0,12098.0,12857.0,12041.0,12132.0,12062.0,11551.0,10792.0,101957,101776,101433,101003,100357,99710,99798,99699,99391,99184,98872,98266,97963,97526,98319,99176,96698,97038,97137,97272,97951,98911,99493,99765,99938,0.13230797739275457,0.12437289250760754,0.13125950730467276,0.12173570179252055,0.12193822680992633,0.12090412469302862,0.11558166062959034
49,08212,Karlsruhe,17289,18091,18134,18729,19116,19388,19761,19879,20187,19634,20066,20617,20852,20862,21279,21630,21855,22286,22814,4754141,4991282,5023240,5211301,5341023,5438040,5558997,5623365,5749636,5616992,5775624,5990264,6130806,6207764,6374655,6573521,6750499,6930105,7129395,31209.0,30867.0,33323.0,31821.0,27644.0,27437.0,27488.0,27133.0,276351,276441,276882,276554,276871,277882,278851,280422,282062,283415,284347,285756,286853,289305,290735,292770,290548,294014,297568,299577,303903,308877,310959,312506,312576,0.10488022905688783,0.10303527974443966,0.10965011862337654,0.10302159111879486,0.0888991796346142,0.08779671430308537,0.08794021294021294
50,06611,Kassel,14044,14786,14918,15344,15593,15689,16180,16415,16716,16952,17531,17744,17964,17852,18280,18589,18940,19329,19781,2714066,2843167,2860533,2935627,2981818,2997250,3079777,3115736,3174529,3223762,3341932,3395826,3455614,3453997,3553977,3650310,3759985,3863751,3979223,19545.0,21009.0,20931.0,19431.0,18382.0,18025.0,18358.0,16257.0,201628,201227,200248,198763,197141,195321,194678,194587,194082,193950,194276,193842,193418,193618,194212,194712,191375,192364,193481,194417,196366,198523,199899,201161,201861,0.10101767098578154,0.10806153782848207,0.10659177250644206,0.09787782775799278,0.0919564380011906,0.08960484388126923,0.09094376823655882
51,09762,Kaufbeuren,16763,17416,17324,17673,18099,18206,18486,18641,19278,19097,19818,20574,21163,20978,20963,21497,21630,21984,22598,698951,730058,732570,750052,765759,766425,773490,778447,805026,795666,824232,854086,878593,874063,878085,910885,928653,952034,987203,2646.0,2793.0,2565.0,2559.0,2765.0,2790.0,2270.0,2226.0,42694,42681,42359,41953,41787,41834,42087,42480,42662,42545,42320,42040,42040,42037,41918,41925,41512,41515,41665,41887,42373,42933,43306,43686,44146,0.06350654026161047,0.06667939933630959,0.06053383050527458,0.05960450003493816,0.06384796563986514,0.0638648537288834,0.05142028722874099
52,09763,Kempten,17206,18069,17900,18251,18515,18787,19202,19434,19735,19264,19817,20638,20569,21039,20857,21066,21188,21414,22064,1074094,1131259,1124519,1148386,1166493,1184003,1211099,1230897,1258319,1233080,1269606,1325372,1325940,1364090,1362652,1396349,1424649,1454678,1513995,4368.0,4430.0,4313.0,4699.0,4486.0,4375.0,3608.0,3661.0,61539,61632,61559,61437,61356,61330,61474,61588,61572,61529,61485,61442,61512,61900,61918,61937,64221,64463,64835,65334,66286,67238,67930,68619,69029,0.06737101873987815,0.06780543055683105,0.06506652988564704,0.06988607632588714,0.06603856911526572,0.06375785132397732,0.052267887409639426
53,01002,Kiel,14348,14833,14909,15295,15354,15770,15940,16322,16563,16675,16771,17055,17416,17906,17677,18119,18469,18943,19392,3313677,3411585,3431297,3523572,3534718,3638811,3691652,3797488,3869015,3903615,3939614,4034330,4158259,4310035,4283943,4434181,4559584,4692052,4804347,24043.0,24380.0,26078.0,25908.0,23934.0,24621.0,22452.0,21384.0,246310,244880,242122,238927,235579,232972,232294,232866,233118,232928,233631,234470,235823,236880,237516,238440,236552,238767,240700,242341,244727,246874,247692,247746,247171,0.09988782717075197,0.10060204422693643,0.10655955411540206,0.10494422255887619,0.096628070345429,0.09938001017170812,0.09083589903346266
54,07111,Koblenz,16333,17033,16701,16794,17049,17333,17808,18102,18309,18642,18570,19131,19467,19416,19717,20268,20888,21174,21953,1774546,1849434,1814005,1824139,1845693,1867826,1909915,1938864,1965913,2006160,2000746,2063396,2119298,2139883,2189347,2270185,2362336,2408041,2501169,12704.0,11356.0,13758.0,12989.0,11264.0,11476.0,11466.0,10758.0,109385,109276,109369,109182,108481,107902,107860,107824,107873,107307,106752,106238,105994,106179,106242,106409,107855,108867,110211,111039,112010,113096,113725,113934,114038,0.11526980065510702,0.10227037347238357,0.12282831890009821,0.11484933154134541,0.09904594416355243,0.10072498112942581,0.10054543222434627
55,05315,Köln,16726,17190,17307,17964,18544,18612,18724,18754,19254,18655,19114,19517,19719,20104,20330,20872,21304,21716,22402,16065878,16554312,16713740,17326986,17892514,18115239,18408435,18546849,19092584,18519402,19082800,19677914,20093940,20692413,21152144,21990987,22758619,23412942,24262272,153744.0,157113.0,155510.0,145821.0,136858.0,125349.0,122776.0,113084.0,964757,965022,964329,963446,962544,962145,965457,968775,967177,967136,976789,986317,991882,996854,994567,1001581,1008225,1019019,1029274,1040428,1053631,1068259,1078165,1083029,1086764,0.1493713044339991,0.1510080466884782,0.14759436652869934,0.13650341349803746,0.12693604411198656,0.11573928306628908,0.11297392994247141
56,05114,Krefeld,15996,16421,16492,16949,17334,17449,17633,17718,18488,18098,18657,19232,19389,19370,19755,20088,20417,20931,21591,3753347,3824952,3825229,3912719,3983445,3992074,4013662,4012204,4168304,4059434,4161580,4273920,4303196,4300893,4391228,4496150,4613825,4746137,4898230,22219.0,23290.0,22965.0,22621.0,21934.0,21679.0,20570.0,20164.0,249634,248690,246689,244553,242635,240891,239753,239268,238942,238468,238027,237336,236752,236477,235924,235226,222225,221945,222042,222279,223822,225978,226756,226860,227219,0.10006665405643977,0.104778229162449,0.10260385484894247,0.10010266486118118,0.09672952424632644,0.09556113902847571,0.09052940115043197
57,07313,Landau in der Pfalz,16290,17169,17105,17460,18132,18468,18853,19071,19257,19632,19448,19812,19892,20036,20109,20479,20526,20881,21619,663749,701611,700928,718722,749864,768235,795445,814095,821289,836171,833842,858368,866448,876229,887730,919813,937730,963630,1004919,4180.0,4185.0,4468.0,4348.0,3984.0,4318.0,4241.0,3925.0,39611,39977,40114,40307,40654,40951,40883,41201,41455,41668,41882,42643,43104,43009,43017,43313,43326,43559,43733,44145,44914,45684,46149,46485,46779,0.09557999679875609,0.09480122324159021,0.0994790043193659,0.09517555380439541,0.08632906455177794,0.09289017962783694,0.09066033904102268
58,09261,Landshut,18417,18651,18683,19143,19532,19659,19836,20043,20474,20385,21197,21807,22452,24651,23221,23755,23658,23870,24526,1080198,1103288,1117599,1152528,1180613,1198990,1223460,1248892,1282848,1278365,1336227,1391043,1454886,1620857,1552194,1623913,1646997,1685420,1760965,6815.0,6950.0,7734.0,6448.0,5423.0,5506.0,5584.0,5215.0,59286,59160,58850,58510,58468,58586,59150,59790,60261,60439,60882,61757,62284,62636,62633,62965,63789,64800,65751,66844,68360,69618,70609,71799,72908,0.10364861370929719,0.10397343067440608,0.11313633703920421,0.09261972478382027,0.07680324038012151,0.07668630482318695,0.07658967465847369
59,14713,Leipzig,13254,13677,14134,14485,14793,14838,15308,15618,15901,16118,16442,16745,17053,17293,17354,17863,18261,18479,18825,6402253,6585320,6800802,6986340,7146452,7191114,7465709,7662643,7855780,8013601,8219011,8468157,8789921,9099459,9336852,9868706,10331628,10653527,11010802,70451.0,79235.0,73614.0,88615.0,79383.0,72045.0,71696.0,68677.0,523662,514773,505815,498542,494580,493540,493131,493924,496163,498011,500572,504615,508546,512192,516572,518562,505713,515441,526200,538021,552476,565780,576534,584919,590501,0.1338863549980996,0.14727120316864956,0.13324379701561698,0.1566244830145993,0.1376900581752334,0.12317090058623502,0.12141554375013759
60,05316,Leverkusen,16158,16770,16900,17032,17163,17066,17103,17066,17628,17552,18157,18638,19162,19408,19588,20172,20543,21128,21756,2585873,2682308,2694898,2720579,2751538,2731693,2733884,2727625,2815770,2795525,2885178,2966464,3059144,3112553,3157230,3278174,3354633,3451207,3561559,14061.0,14786.0,13958.0,13218.0,12570.0,11964.0,11037.0,10495.0,162043,162615,162638,161790,161062,160905,160952,160478,160572,161581,161397,161030,161371,161296,160937,160572,159160,159650,160373,161180,162514,163300,163345,163708,163784,0.08767685333566123,0.0917359473880134,0.08588798503513544,0.08094304960195958,0.07695368698154213,0.07308133994673444,0.06738753480193425
61,01003,Lübeck,14467,14977,15191,15890,16157,16538,16697,16921,17042,17047,17024,17351,17823,17936,18182,19008,19122,19658,20120,3087470,3197620,3242658,3386096,3431350,3504820,3532982,3578121,3601068,3587403,3577055,3652388,3764155,3808498,3885301,4093123,4139659,4256285,4361215,24526.0,24907.0,22881.0,25647.0,23614.0,22685.0,21768.0,20942.0,216920,216329,215525,214697,213817,213365,213400,213331,212923,212255,211966,211288,211209,211355,210034,210063,210502,211196,212336,213689,215337,216483,216515,216758,216864,0.11550561374425439,0.11655723972689282,0.10625670460719709,0.11847119635260044,0.10906403713368588,0.10465588351987008,0.10037627268702966
62,07314,Ludwigshafen am Rhein,14490,15045,15147,15483,15860,15993,16411,16773,17042,17410,17500,17791,17936,18131,18281,18888,19098,19394,19842,2310967,2384280,2396686,2447476,2509497,2529446,2591714,2646976,2683153,2731418,2747551,2810760,2859110,2916323,2973891,3102886,3163927,3249567,3368704,18354.0,18154.0,17655.0,16487.0,16117.0,16528.0,16220.0,14965.0,167626,167234,166629,165402,164209,163039,162298,162459,162655,163114,163377,163536,163766,163605,163386,163805,157991,159408,160849,162675,164275,165670,167559,169779,171657,0.11410701962710368,0.11159674197018596,0.10747222644955105,0.09951711233174383,0.09618701472317213,0.09735008452164284,0.0944907577319888
63,15003,Magdeburg,12768,13234,13571,13838,13968,14190,14517,14718,15192,15696,15971,16224,16619,16884,17192,17654,18061,18541,18904,2972629,3035240,3079189,3121898,3138147,3196745,3290889,3341522,3448449,3562635,3634334,3706500,3812757,3891235,3982642,4131386,4279096,4418417,4510295,30490.0,30802.0,28440.0,28354.0,27143.0,26877.0,24584.0,25093.0,262557,255188,248569,243317,237833,233396,231328,228995,227805,227305,227826,229344,229840,229857,229878,230694,228460,229417,230473,231664,234015,236930,238307,238588,238131,0.1322931536448955,0.1329598038538573,0.12153067111082623,0.1196724771029418,0.11389929796439047,0.11265025902392409,0.10323729375847748
64,07315,Mainz,17111,17861,17688,18045,18479,18465,18385,18611,18765,19379,19432,19828,21112,19968,20371,21081,21546,21868,22597,3134758,3291925,3288989,3358044,3438567,3517896,3598423,3677801,3719717,3838655,3865064,3972039,4262081,4063764,4188783,4393046,4560388,4686725,4883564,19540.0,20543.0,20810.0,20684.0,18686.0,18569.0,17440.0,16298.0,184174,184237,185444,186054,184553,182616,184178,185614,185737,185719,190447,195178,197191,197839,197327,198106,200325,201879,203512,205630,208385,211654,214319,216114,217848,0.0960139942607807,0.09990273792734523,0.09986323391798833,0.09772553318151322,0.08718779016326131,0.0859222447412014,0.08005581873599942
65,08222,Mannheim,15064,16004,16195,16722,17157,17458,17897,18157,18541,18152,18720,19217,19469,19523,19921,19931,21107,21661,22054,4447248,4711481,4765775,4902120,5000654,5065684,5178019,5251190,5373889,5260958,5422376,5584329,5705305,5772265,5941721,6035413,6443550,6636569,6807624,31975.0,31703.0,34943.0,35421.0,34891.0,33320.0,31321.0,28510.0,313758,311755,311346,309689,308317,307230,307679,308413,308455,307882,307697,307847,308912,310737,311601,312353,290588,293043,295659,298267,302812,305281,306389,308684,310014,0.10814823834214415,0.10629067245119306,0.11539503058002985,0.11602752873582044,0.11387810920104834,0.10794210260330954,0.10103092118420458
66,09764,Memmingen,17363,18551,18488,19152,19585,20109,20809,21375,21703,21127,21528,22464,23724,24280,25642,26430,26093,26367,27460,712525,762477,762736,790641,809289,830888,859188,881872,894978,872102,888623,926580,982101,1011551,1076640,1123850,1123742,1143864,1198738,3393.0,3072.0,3090.0,3032.0,2886.0,2708.0,2768.0,2650.0,40458,40633,40766,40816,40884,40919,40974,41160,41147,41210,41182,41151,41091,41097,41029,41076,41248,41397,41662,41987,42521,43067,43382,43654,43969,0.08144112140559742,0.0731655036082597,0.07266997483596341,0.07040193187359231,0.06652528698538564,0.06203326155678746,0.06295344447224181
67,05116,Mönchengladbach,16207,16690,16584,16976,17281,17315,17465,17468,18155,17751,18298,18886,18864,18838,19248,19231,19692,20155,20841,4249684,4368184,4339433,4435234,4503215,4501853,4530154,4516676,4673208,4551362,4681794,4820716,4809586,4808573,4930204,4969728,5129106,5271737,5456500,22516.0,22409.0,23515.0,22182.0,21546.0,19938.0,19542.0,21552.0,266388,266788,266689,265584,264180,263226,262907,262986,262730,262136,261680,261216,260430,259349,258460,257963,255256,254961,255259,256142,258425,260461,261557,261821,261244,0.08820844710666421,0.08748662851074794,0.09099351842894457,0.08516438161567375,0.08237592570644257,0.07615126364959265,0.07480363185374592
