,license_plate,kreis_key,kreis_name,einw
579,TS,09189,Traunstein,177485
580,LF,09189,Traunstein,177485
581,TR,07235,Trier-Saarburg,150533
582,SAB,07235,Trier-Saarburg,150533
583,TÜ,08416,Tübingen,228471
584,TUT,08327,Tuttlingen,141682
585,UM,12073,Uckermark,118250
586,ANG,12073,Uckermark,118250
587,PZ,12073,Uckermark,118250
588,SDT,12073,Uckermark,118250
589,TP,12073,Uckermark,118250
590,UE,03360,Uelzen,92566
591,UN,05978,Unna,393618
592,LH,05978,Unna,393618
593,LÜN,05978,Unna,393618
594,UH,16064,Unstrut-Hainich-Kreis,101698
595,LSZ,16064,Unstrut-Hainich-Kreis,101698
596,MHL,16064,Unstrut-Hainich-Kreis,101698
597,MN,09778,Unterallgäu,146164
598,VEC,03460,Vechta,143698
599,VER,03361,Verden,137574
600,VIE,05166,Viersen,298536
601,KK,05166,Viersen,298536
602,VB,06535,Vogelsbergkreis,105506
603,V,14523,Vogtlandkreis,223905
604,AE,14523,Vogtlandkreis,223905
605,OVL,14523,Vogtlandkreis,223905
606,PL,14523,Vogtlandkreis,223905
607,RC,14523,Vogtlandkreis,223905
608,VG,13075,Vorpommern-Greifswald,235773
609,ANK,13075,Vorpommern-Greifswald,235773
610,GW,13075,Vorpommern-Greifswald,235773
611,PW,13075,Vorpommern-Greifswald,235773
612,SBG,13075,Vorpommern-Greifswald,235773
613,UEM,13075,Vorpommern-Greifswald,235773
614,WLG,13075,Vorpommern-Greifswald,235773
615,HGW,13075,Vorpommern-Greifswald,235773
616,VR,13073,Vorpommern-Rügen,225383
617,GMN,13073,Vorpommern-Rügen,225383
618,NVP,13073,Vorpommern-Rügen,225383
619,RDG,13073,Vorpommern-Rügen,225383
620,RÜG,13073,Vorpommern-Rügen,225383
621,HST,13073,Vorpommern-Rügen,225383
622,DAU,07233,Vulkaneifel,60491
623,KB,06635,Waldeck-Frankenberg,156528
624,FKB,06635,Waldeck-Frankenberg,156528
625,WA,06635,Waldeck-Frankenberg,156528
626,WT,08337,Waldshut,171237
627,SÄK,08337,Waldshut,171237
628,WAF,05570,Warendorf,277417
629,BE,05570,Warendorf,277417
630,WAK,16063,Wartburgkreis,159937
631,SLZ,16063,Wartburgkreis,159937
632,EA,16063,Wartburgkreis,159937
633,WM,09190,Weilheim-Schongau,136134
634,SOG,09190,Weilheim-Schongau,136134
635,AP,16071,Weimarer Land,82291
636,APD,16071,Weimarer Land,82291
637,WUG,09577,Weißenburg-Gunzenhausen,95117
638,GUN,09577,Weißenburg-Gunzenhausen,95117
639,ESW,06636,Werra-Meißner-Kreis,100046
640,WIZ,06636,Werra-Meißner-Kreis,100046
641,WES,05170,Wesel,460113
642,DIN,05170,Wesel,460113
643,MO,05170,Wesel,460113
644,BRA,03461,Wesermarsch,88524
645,WW,07143,Westerwaldkreis,202830
646,FB,06440,Wetteraukreis,310353
647,BÜD,06440,Wetteraukreis,310353
648,WB,15091,Wittenberg,124185
649,GHC,15091,Wittenberg,124185
650,JE,15091,Wittenberg,124185
651,WTM,03462,Wittmund,57384
652,WF,03158,Wolfenbüttel,119361
653,WUN,09479,Wunsiedel im Fichtelgebirge,71974
654,MAK,09479,Wunsiedel im Fichtelgebirge,71974
655,REH,09479,Wunsiedel im Fichtelgebirge,71974
656,SEL,09479,Wunsiedel im Fichtelgebirge,71974
657,WÜ,09679,Würzburg,162697
658,OCH,09679,Würzburg,162697
659,BL,08417,Zollernalbkreis,189862
660,HCH,08417,Zollernalbkreis,189862
661,Z,14524,Zwickau,312033
662,GC,14524,Zwickau,312033
663,HOT,14524,Zwickau,312033
664,WDA,14524,Zwickau,312033
